date,open,high,low,close,volume,adj_close,change_percent,avg_vol_20d
2007-10-12,155.46,156.35,155.27,156.33,124529508,113.7462,0.553215866,137120719.9
2007-10-15,156.27,156.36,153.94,155.01,161004000,112.7857,-0.844423814,139679309.7
2007-10-16,154.41,156.48,153.47,153.78,166265109,111.8908,-0.793451652,134855049.6
2007-10-17,154.98,155.09,152.47,154.25,216590891,112.2328,0.305655157,135999654.3
2007-10-18,153.45,154.19,153.08,153.69,148092984,111.8253,-0.363084588,134662578.5
2007-10-19,153.09,156.48,149.66,149.67,296519281,108.9003,-2.615687148,142415632.4
2007-10-22,148.86,150.76,148.66,150.54,261945406,109.5333,0.581265616,148631112.1
2007-10-23,151.46,151.95,150.25,151.76,179888406,110.421,0.810438469,150515007.4
2007-10-24,151.21,151.74,148,151.48,326222031,110.2173,-0.184475779,160247533.9
2007-10-25,151.65,152.29,149.88,151.84,237107109,110.4792,0.237621499,166972539.4
2007-10-26,153.06,153.62,151.9,153.62,176283391,111.7744,1.172347374,169119479.2
2007-10-29,153.93,154.44,153.55,154.13,106794305,112.1454,0.331918579,167142929.6
2007-10-30,153.45,153.75,152.87,153.06,132944297,111.3669,-0.694188081,168157789.4
2007-10-31,153.98,155.27,152.84,154.65,220919203,112.5238,1.038818536,173315829.6
2007-11-01,153.29,153.41,150.59,151.03,332864094,109.8899,-2.340749246,186124651.9
2007-11-02,151.53,152,149.21,151.2,331155812,110.0136,0.112567215,195953451.9
2007-11-05,149.64,151.16,148,150.05,226743297,109.1768,-0.760633231,203732714.4
2007-11-06,150.86,152.11,149.9,152.07,177507391,110.6466,1.346256714,207916291.4
2007-11-07,150.44,152.1072,147.55,147.91,305122312,107.6198,-2.735556267,218098571.8
2007-11-08,147.99,149.3,145.07,147.16,374275812,107.0741,-0.507062827,225138732
2007-11-09,145.69,147.54,144.89,145.14,277715000,105.6043,-1.372694237,232798006.6
2007-11-12,145.21,146.61,143.7,143.7,242942203,104.5565,-0.992194447,236894916.7
2007-11-13,145.37,148.31,145.22,148.08,191022703,107.7434,3.048017101,238132796.4
2007-11-14,149.22,149.4,146.78,147.67,229975703,107.4451,-0.276861506,238802037
2007-11-15,146.57,147.49,144.52,145.54,262804906,105.8953,-1.442411055,244537633.1
2007-11-16,146.31,146.47,144.57,145.79,308620094,106.0772,0.17177344,245142673.8
2007-11-19,145.28,145.36,143.19,143.76,267092406,104.6002,-1.392382152,245400023.8
2007-11-20,144.02,145.53,142.11,144.64,414250219,105.2405,0.612140321,257118114.4
2007-11-21,143.08,143.91,141.67,141.68,259160297,103.0868,-2.0464555,253765027.7
2007-11-23,143.07,144.34,142.7,144.13,77684625,104.8694,1.729222364,245793903.5
2007-11-26,144.43,144.88,140.66,140.95,212492297,102.5556,-2.206363343,247604348.8
2007-11-27,141.74,143.23,140.95,142.57,293721875,103.7344,1.149425287,256950727.3
2007-11-28,144.19,147.47,144.14,147.13,257027812,107.0522,3.198360428,263154903.1
2007-11-29,146.62,147.72,146.1,147.18,199104500,107.0886,0.034002104,262064167.9
2007-11-30,149.04,149.87,147.33,148.66,222914203,108.1655,1.005615911,256566673.4
2007-12-03,148.19,148.45,147.29,147.68,145852797,107.4524,-0.659267511,247301522.6
2007-12-04,146.66,147.5409,146.31,146.36,136528609,106.492,-0.893791111,242790788.2
2007-12-05,147.93,149.2,147.83,148.81,170813406,108.2746,1.673928558,242456089
2007-12-06,148.63,151.21,148.57,150.94,154487203,109.8244,1.431360633,234924333.5
2007-12-07,151.42,151.5,150.55,150.91,148951391,109.8026,-0.019849869,223658112.5
2007-12-10,151.28,152.25,150.86,152.08,123771906,110.6539,0.775300403,215960957.8
2007-12-11,152.14,152.89,147.83,147.91,249913297,107.6198,-2.741972944,216309512.5
2007-12-12,151.06,151.77,147.2,149.37,322273219,108.6821,0.987086019,222872038.3
2007-12-13,148.32,149.39,147.3,149.06,237579594,108.4565,-0.207577881,223252232.8
2007-12-14,147.93,149.1,147.1,147.17,159092891,107.0813,-1.267973796,218066632.1
2007-12-17,146.61,146.87,144.86,145.07,177007391,105.5534,-1.426859779,211485996.9
2007-12-18,146.1,146.48,143.96,145.88,245547500,106.1427,0.558295612,210408751.6
2007-12-19,145.94,146.89,144.94,145.88,198730000,106.1427,0,199632740.7
2007-12-20,146.84,146.86,145.18,146.8,214671812,106.8121,0.630660422,197408316.4
2007-12-21,147.37,148.42,147.09,148.13,146074406,108.3522,1.44187784,200827805.5
2007-12-24,148.82,149.48,148.48,149.23,45600527,109.1568,0.742578369,192483217
2007-12-26,148.65,149.68,148.5,149.55,67053070,109.3908,0.21437052,181149776.7
2007-12-27,149.02,149.03,147.32,147.67,120888398,108.0157,-1.257052695,174342806
2007-12-28,148.54,148.61,146.9,147.3,116347797,107.745,-0.250611717,170204970.9
2007-12-31,147.1,147.6062,146.06,146.21,108058492,106.9477,-0.739987934,164462185.3
2008-01-02,146.53,146.99,143.88,144.93,204889406,106.0115,-0.875381144,167414015.8
2008-01-03,144.91,145.49,144.07,144.86,125044492,105.9603,-0.048296647,166839809.9
2008-01-04,143.34,143.44,140.91,141.31,232350500,103.3635,-2.450729188,169916664.6
2008-01-07,141.81,142.23,140.1,141.19,234546203,103.2758,-0.084846198,173919614.6
2008-01-08,142.08,142.9,138.44,138.91,326274906,101.608,-1.614899134,182785790.4
2008-01-09,139.09,140.79,137.7,140.37,301820406,102.676,1.051098339,191688215.4
2008-01-10,139.68,142.8,139.37,141.29,335606594,103.3489,0.6553625,195972880.2
2008-01-11,140.78,141.8985,139,140.15,267015594,102.515,-0.806878448,193209999
2008-01-14,141.16,141.86,140.4,141.28,169984609,103.3416,0.806321026,189830249.7
2008-01-15,139.79,141.4903,137.9,138.17,239989297,101.0667,-2.201340022,193875070
2008-01-16,137.36,139.12,136.28,136.98,378804281,100.1963,-0.861213436,203964914.5
2008-01-17,137.81,137.88,132.93,133.43,397884406,97.5996,-2.591612664,211581759.8
2008-01-18,134.74,135.02,131.1,132.06,348409406,96.5975,-1.026746011,219065730.1
2008-01-22,127.21,132.4266,126,130.72,435734031,95.6173,-1.014726054,230118841.1
2008-01-23,127.09,134.19,126.84,133.86,511174906,97.9141,2.402075775,248373866.1
2008-01-24,134.48,135.46,133.31,134.99,259699906,98.7407,0.844209363,259078835
2008-01-25,136.51,136.76,132.6,133.04,270273219,97.3143,-1.444591744,269239842.5
2008-01-28,133.26,135.52,132.06,135.24,217578891,98.9235,1.653611031,274074367.1
2008-01-29,136.1,136.45,134.88,135.91,168677500,99.4136,0.49543334,276690852.3
2008-01-30,135.58,138.54,134.6,134.91,335938219,98.6822,-0.735714228,288084838.6
2008-01-31,133.4,138.54,133.2,137.37,342925500,100.4816,1.823429149,294986643.3
2008-02-01,137.94,139.61,137.52,139.58,206496094,102.0981,1.608752249,299059223.4
2008-02-04,139.21,139.3,137.64,137.82,124644703,100.8107,-1.260944131,293673933.6
2008-02-05,135.94,136.25,133.67,134.13,286601875,98.1116,-2.677394364,296276717.2
2008-02-06,134.58,135.25,132.41,133.05,250070797,97.3216,-0.805205501,292466511.7
